,unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,message
8360,177855,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Summer 2011,2011-06-01,11.48,
5063,176001,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Summer 2011,2011-06-01,16.93,
7417,169408,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Summer 2011,2011-06-01,11.72,
2394,216580,386,Ozone (O3),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2011,2011-06-01,32.83,
5761,169422,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2011,2011-06-01,12.23,
5758,169439,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Summer 2011,2011-06-01,11.62,
13614,177858,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Summer 2011,2011-06-01,12.14,
15711,216502,386,Ozone (O3),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2011,2011-06-01,32.8,
2370,173690,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Summer 2011,2011-06-01,11.03,
10343,173678,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Summer 2011,2011-06-01,11.12,
9472,177867,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Summer 2011,2011-06-01,11.12,
7475,166762,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2011,2011-06-01,18.37,
5090,166775,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2011,2011-06-01,18.06,
15707,216460,386,Ozone (O3),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2011,2011-06-01,31.37,
9469,177859,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Summer 2011,2011-06-01,10.67,
2386,169447,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2011,2011-06-01,11.24,
2390,169419,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,Morris Park and Bronxdale (CD11),Summer 2011,2011-06-01,11.32,
7464,169413,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Summer 2011,2011-06-01,12.3,
7509,169421,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Summer 2011,2011-06-01,12.93,
7471,166776,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2011,2011-06-01,17.26,
7642,169407,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Summer 2011,2011-06-01,12.1,
12252,173679,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Summer 2011,2011-06-01,11.19,
1856,222601,386,Ozone (O3),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2011,2011-06-01,32.93,
1854,222451,386,Ozone (O3),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2011,2011-06-01,29.54,
5890,222475,386,Ozone (O3),Mean,ppb,UHF42,206,Borough Park,Summer 2011,2011-06-01,32.7,
4960,216418,386,Ozone (O3),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2011,2011-06-01,33.23,
6004,222499,386,Ozone (O3),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2011,2011-06-01,36.56,
5999,222559,386,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2011,2011-06-01,26.94,
4962,216406,386,Ozone (O3),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2011,2011-06-01,34.88,
1844,175982,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2011,2011-06-01,23.92,
12850,179165,365,Fine particles (PM 2.5),Mean,mcg/m3,Citywide,1,New York City,Summer 2011,2011-06-01,11.46,
9721,169434,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Summer 2011,2011-06-01,11.35,
5996,222625,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2011,2011-06-01,39.03,
13155,175968,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2011,2011-06-01,21.95,
16080,179582,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5,Staten Island,Summer 2011,2011-06-01,11.09,
7847,172160,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Summer 2011,2011-06-01,17.53,
4956,222631,386,Ozone (O3),Mean,ppb,UHF42,501,Port Richmond,Summer 2011,2011-06-01,31.02,
16133,221839,386,Ozone (O3),Mean,ppb,UHF34,205,Sunset Park,Summer 2011,2011-06-01,31.5,
1872,169443,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Summer 2011,2011-06-01,11.65,
1876,222583,386,Ozone (O3),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2011,2011-06-01,33.92,
7932,172165,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2011,2011-06-01,32.81,
13225,219985,386,Ozone (O3),Mean,ppb,Borough,4,Queens,Summer 2011,2011-06-01,33.72,
7926,172164,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2011,2011-06-01,33.05,
9686,216568,386,Ozone (O3),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2011,2011-06-01,33.95,
4971,216442,386,Ozone (O3),Mean,ppb,CD,304,Bushwick (CD4),Summer 2011,2011-06-01,32.31,
13219,221905,386,Ozone (O3),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2011,2011-06-01,32.66,
4964,166795,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2011,2011-06-01,17.34,
13217,221845,386,Ozone (O3),Mean,ppb,UHF34,206,Borough Park,Summer 2011,2011-06-01,32.7,
1686,175974,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Summer 2011,2011-06-01,19.22,
3763,166789,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2011,2011-06-01,19.58,
16018,169403,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107,Upper West Side (CD7),Summer 2011,2011-06-01,12.46,
1884,169444,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Summer 2011,2011-06-01,11.46,
1880,169446,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2011,2011-06-01,11.09,
7901,173686,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Summer 2011,2011-06-01,12.33,
4968,216520,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2011,2011-06-01,32.96,
6030,169414,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Summer 2011,2011-06-01,11.9,
5974,166784,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2011,2011-06-01,19.63,
13125,166760,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2011,2011-06-01,19.95,
3674,221803,386,Ozone (O3),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2011,2011-06-01,32.08,
9813,222529,386,Ozone (O3),Mean,ppb,UHF42,304,Upper West Side,Summer 2011,2011-06-01,27.89,
7770,221965,386,Ozone (O3),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2011,2011-06-01,26.35,
12976,175977,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2011,2011-06-01,14.26,
1762,216364,386,Ozone (O3),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2011,2011-06-01,31.87,
7785,166764,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2011,2011-06-01,17.59,
7803,221947,386,Ozone (O3),Mean,ppb,UHF34,410,Rockaways,Summer 2011,2011-06-01,39.03,
12980,179354,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Summer 2011,2011-06-01,18.14,
3696,166781,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Summer 2011,2011-06-01,19.48,
1764,216370,386,Ozone (O3),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2011,2011-06-01,30.83,
9816,222505,386,Ozone (O3),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2011,2011-06-01,31.54,
1766,216292,386,Ozone (O3),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2011,2011-06-01,27.36,
1767,169442,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Summer 2011,2011-06-01,11.6,
1776,169424,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Summer 2011,2011-06-01,11.64,
3680,166788,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2011,2011-06-01,18.46,
7750,172166,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2011,2011-06-01,28.41,
3672,221953,386,Ozone (O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2011,2011-06-01,25.21,
7811,172163,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Summer 2011,2011-06-01,9.94,
3608,173691,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Summer 2011,2011-06-01,11.15,
9757,222649,386,Ozone (O3),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2011,2011-06-01,35.93,
13121,166772,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2011,2011-06-01,19.31,
9761,166790,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2011,2011-06-01,17.39,
9764,166779,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2011,2011-06-01,18.14,
1799,169453,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Summer 2011,2011-06-01,11.16,
9811,222589,386,Ozone (O3),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2011,2011-06-01,33.03,
5923,175989,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2011,2011-06-01,27.2,
9872,169427,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307,Sunset Park (CD7),Summer 2011,2011-06-01,12.09,
5929,166785,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2011,2011-06-01,20.5,
1729,169451,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Summer 2011,2011-06-01,10.81,
3670,221959,386,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2011,2011-06-01,24.87,
1734,216604,386,Ozone (O3),Mean,ppb,CD,413,Queens Village (CD13),Summer 2011,2011-06-01,33.72,
7812,172150,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Summer 2011,2011-06-01,14.22,
5927,176000,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Summer 2011,2011-06-01,9.94,
12229,175967,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2011,2011-06-01,20.95,
4975,166786,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2011,2011-06-01,20.06,
4978,166787,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Summer 2011,2011-06-01,21.41,
12427,216298,386,Ozone (O3),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2011,2011-06-01,25.95,
12429,216382,386,Ozone (O3),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2011,2011-06-01,31.89,
1615,169411,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Summer 2011,2011-06-01,11.82,
7649,169417,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Summer 2011,2011-06-01,11.58,
12431,216310,386,Ozone (O3),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2011,2011-06-01,23.99,
12434,166761,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2011,2011-06-01,16.31,
4755,166773,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2011,2011-06-01,21.39,
2139,177893,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Summer 2011,2011-06-01,11.3,
2135,177883,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Summer 2011,2011-06-01,11.24,
15872,222463,386,Ozone (O3),Mean,ppb,UHF42,204,East New York,Summer 2011,2011-06-01,33.5,
12447,216322,386,Ozone (O3),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2011,2011-06-01,27.44,
15873,222421,386,Ozone (O3),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2011,2011-06-01,34.24,
15876,219991,386,Ozone (O3),Mean,ppb,Borough,5,Staten Island,Summer 2011,2011-06-01,34.16,
6107,175988,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2011,2011-06-01,29.31,
2138,177875,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Summer 2011,2011-06-01,13.11,
12485,216352,386,Ozone (O3),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2011,2011-06-01,32.12,
2155,221989,386,Ozone (O3),Mean,ppb,UHF34,105106107,South Bronx,Summer 2011,2011-06-01,32.18,
12401,166746,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Summer 2011,2011-06-01,41.53,
10209,216376,386,Ozone (O3),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2011,2011-06-01,30.68,
7617,172168,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Summer 2011,2011-06-01,14.98,
12283,216334,386,Ozone (O3),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2011,2011-06-01,29.52,
2208,169441,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Summer 2011,2011-06-01,11.19,
12306,173669,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Summer 2011,2011-06-01,11.48,
15835,175973,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Summer 2011,2011-06-01,18.06,
2161,221935,386,Ozone (O3),Mean,ppb,UHF34,408,Jamaica,Summer 2011,2011-06-01,32.95,
12354,173667,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Summer 2011,2011-06-01,11.3,
7638,169405,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2011,2011-06-01,11.97,
12381,166769,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2011,2011-06-01,19.96,
12397,216304,386,Ozone (O3),Mean,ppb,CD,105,Midtown (CD5),Summer 2011,2011-06-01,21.01,
6123,175986,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2011,2011-06-01,34.57,
8582,177854,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Summer 2011,2011-06-01,11.39,
5821,177878,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Summer 2011,2011-06-01,13.12,
2186,222607,386,Ozone (O3),Mean,ppb,UHF42,407,Southwest Queens,Summer 2011,2011-06-01,33.63,
6042,177873,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Summer 2011,2011-06-01,11.81,
1627,169436,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Summer 2011,2011-06-01,11.65,
2098,175991,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2011,2011-06-01,20.69,
4796,169430,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2011,2011-06-01,11.35,
5845,177877,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Summer 2011,2011-06-01,14.82,
2026,175999,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Summer 2011,2011-06-01,15.32,
5846,177866,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Summer 2011,2011-06-01,11.42,
15920,216316,386,Ozone (O3),Mean,ppb,CD,107,Upper West Side (CD7),Summer 2011,2011-06-01,27.9,
3471,173687,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Summer 2011,2011-06-01,11.92,
2036,222619,386,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,Summer 2011,2011-06-01,33.59,
2000,175997,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Summer 2011,2011-06-01,17.53,
1647,175996,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2011,2011-06-01,17.57,
7699,172170,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Summer 2011,2011-06-01,20.69,
16000,175966,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2011,2011-06-01,17.17,
1928,172156,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2011,2011-06-01,20.69,
7703,172161,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Summer 2011,2011-06-01,17.26,
12726,166744,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2011,2011-06-01,26.23,
1641,216556,386,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2011,2011-06-01,33.27,
12486,216280,386,Ozone (O3),Mean,ppb,CD,101,Financial District (CD1),Summer 2011,2011-06-01,25.23,
2043,177886,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Summer 2011,2011-06-01,11.08,
3442,173689,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Summer 2011,2011-06-01,11.35,
2097,175970,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Summer 2011,2011-06-01,21.34,
12489,216358,386,Ozone (O3),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2011,2011-06-01,33.77,
12492,216286,386,Ozone (O3),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Summer 2011,2011-06-01,26.08,
2091,169450,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Summer 2011,2011-06-01,11.15,
2086,216598,386,Ozone (O3),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2011,2011-06-01,33.04,
8013,172154,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2011,2011-06-01,23.33,
13298,169401,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Summer 2011,2011-06-01,15.55,
2085,216346,386,Ozone (O3),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2011,2011-06-01,30.28,
12496,166742,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Summer 2011,2011-06-01,31.02,
8008,172158,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2011,2011-06-01,17.42,
2079,169418,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Summer 2011,2011-06-01,11.45,
2066,222409,386,Ozone (O3),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2011,2011-06-01,33.44,
12517,216328,386,Ozone (O3),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2011,2011-06-01,29.17,
12519,216340,386,Ozone (O3),Mean,ppb,CD,111,East Harlem (CD11),Summer 2011,2011-06-01,30.29,
2082,169420,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Summer 2011,2011-06-01,11.28,
2505,179579,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Summer 2011,2011-06-01,11.57,
1770,169437,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Summer 2011,2011-06-01,11.53,
10633,216484,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2011,2011-06-01,34.45,
2678,172138,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Summer 2011,2011-06-01,17.16,
6720,222577,386,Ozone (O3),Mean,ppb,UHF42,402,West Queens,Summer 2011,2011-06-01,33.0,
10547,216424,386,Ozone (O3),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2011,2011-06-01,31.61,
10549,172144,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Summer 2011,2011-06-01,18.06,
2874,172143,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2011,2011-06-01,20.67,
1033,166783,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2011,2011-06-01,14.28,
11024,173680,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Summer 2011,2011-06-01,11.05,
7112,173697,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2011,2011-06-01,11.04,
3011,177892,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,Stapleton - St. George,Summer 2011,2011-06-01,10.96,
14163,221821,386,Ozone (O3),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2011,2011-06-01,29.54,
3171,173696,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Summer 2011,2011-06-01,12.78,
3170,173698,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Summer 2011,2011-06-01,11.09,
1036,166768,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2011,2011-06-01,21.38,
6698,169406,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Summer 2011,2011-06-01,11.88,
3019,216514,386,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),Summer 2011,2011-06-01,32.63,
5237,216544,386,Ozone (O3),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2011,2011-06-01,33.14,
3166,173681,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Summer 2011,2011-06-01,12.16,
14429,221857,386,Ozone (O3),Mean,ppb,UHF34,208,Canarsie - Flatlands,Summer 2011,2011-06-01,35.91,
14182,179581,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Summer 2011,2011-06-01,11.23,
11358,173670,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Summer 2011,2011-06-01,11.46,
4402,169428,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2011,2011-06-01,11.53,
10532,216430,386,Ozone (O3),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2011,2011-06-01,29.06,
758,166763,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2011,2011-06-01,16.19,
10530,216622,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2011,2011-06-01,34.07,
2675,172137,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2011,2011-06-01,16.27,
